part_id,part_name,category,subcategory,brand,compatible_make,compatible_model,compatible_year_start,compatible_year_end,price_usd,stock_quantity,weight_lbs,material,warranty_months,description
P00121,Dorman Transmission Fluid,Filters & Fluids,Transmission Fluid,Dorman,Volkswagen,Golf,2015,2021,274.48,55,34.0,Copper,0,"Heavy-duty transmission fluid from Dorman, compatible with Volkswagen Golf; tested to meet or exceed OEM specifications."
P00122,Duralast Clutch Kit,Transmission,Clutch Kit,Duralast,Subaru,Crosstrek,2015,2021,38.1,101,44.3,Rubber,0,"Premium Duralast clutch kit engineered for Subaru Crosstrek models, offering reliable performance and a direct OEM fit."
P00123,KYB Battery,Electrical,Battery,KYB,Dodge,Challenger,2020,2024,219.32,1,22.5,Rubber,24,"KYB battery designed as a direct replacement for Dodge Challenger, built with Rubber for extended durability."
P00124,Delphi Sway Bar Link,Suspension,Sway Bar Link,Delphi,Jeep,Grand Cherokee,2016,2022,55.19,220,33.5,Composite,24,"Premium Delphi sway bar link engineered for Jeep Grand Cherokee models, offering reliable performance and a direct OEM fit."
P00125,Bendix Headlight Assembly,Lighting,Headlight Assembly,Bendix,Mercedes-Benz,GLE,2017,2022,194.57,103,1.2,Plastic (ABS),12,"Bendix headlight assembly designed as a direct replacement for Mercedes-Benz GLE, built with Plastic (ABS) for extended durability."
P00126,Mevotech Steering Wheel Cover,Interior,Steering Wheel Cover,Mevotech,Mazda,CX-5,2009,2014,164.96,150,18.2,Aluminum,0,This Mevotech steering wheel cover restores factory performance on Mazda CX-5 vehicles and installs with standard tools.
P00127,Gates Thermostat,Cooling,Thermostat,Gates,Hyundai,Sonata,2009,2015,349.11,49,40.8,Aluminum,12,"Heavy-duty thermostat from Gates, compatible with Hyundai Sonata; tested to meet or exceed OEM specifications."
P00128,Gates Lug Nuts,Wheels & Tires,Lug Nuts,Gates,Honda,Accord,2012,2015,395.13,194,34.2,Cast Iron,0,"Gates lug nuts designed as a direct replacement for Honda Accord, built with Cast Iron for extended durability."
P00129,TRQ Coolant,Filters & Fluids,Coolant,TRQ,Dodge,Journey,2018,2024,216.17,248,28.3,Carbon Fiber Blend,6,This TRQ coolant restores factory performance on Dodge Journey vehicles and installs with standard tools.
P00130,TRQ Fuel Injector,Engine,Fuel Injector,TRQ,Subaru,Impreza,2020,2024,45.0,129,3.6,Carbon Fiber Blend,24,This TRQ fuel injector restores factory performance on Subaru Impreza vehicles and installs with standard tools.
P00131,NGK Brake Pads,Brakes,Brake Pads,NGK,GMC,Acadia,2009,2011,389.8,98,21.0,Carbon Fiber Blend,36,"Premium NGK brake pads engineered for GMC Acadia models, offering reliable performance and a direct OEM fit."
P00132,SKF LED Bulb Kit,Lighting,LED Bulb Kit,SKF,Chevrolet,Equinox,2017,2022,105.69,15,20.4,Semi-Metallic,12,"Premium SKF led bulb kit engineered for Chevrolet Equinox models, offering reliable performance and a direct OEM fit."
P00133,Monroe Grille,Body,Grille,Monroe,Toyota,Corolla,2019,2024,344.92,156,7.4,Copper,12,"Heavy-duty grille from Monroe, compatible with Toyota Corolla; tested to meet or exceed OEM specifications."
P00134,Bendix Torque Converter,Transmission,Torque Converter,Bendix,Subaru,Crosstrek,2008,2012,220.32,142,30.6,Aluminum,12,"Heavy-duty torque converter from Bendix, compatible with Subaru Crosstrek; tested to meet or exceed OEM specifications."
P00135,Moog TPMS Sensor,Wheels & Tires,TPMS Sensor,Moog,Hyundai,Elantra,2017,2020,207.85,167,31.5,Composite,24,"Moog tpms sensor designed as a direct replacement for Hyundai Elantra, built with Composite for extended durability."
P00136,Duralast Floor Mats,Interior,Floor Mats,Duralast,BMW,X5,2018,2022,438.53,212,42.6,Cast Iron,60,"Cast Iron-constructed floor mats by Duralast, a popular upgrade choice for BMW X5 owners seeking improved reliability."
P00137,Wagner Fuel Pump,Engine,Fuel Pump,Wagner,Hyundai,Elantra,2013,2017,618.69,87,42.7,Cast Iron,24,"Wagner fuel pump designed as a direct replacement for Hyundai Elantra, built with Cast Iron for extended durability."
P00138,Moog Starter Motor,Electrical,Starter Motor,Moog,Honda,CR-V,2021,2023,503.12,213,33.3,Semi-Metallic,36,"Premium Moog starter motor engineered for Honda CR-V models, offering reliable performance and a direct OEM fit."
P00139,Valeo Power Steering Fluid,Filters & Fluids,Power Steering Fluid,Valeo,Ford,Mustang,2014,2017,124.91,177,34.8,Cast Iron,6,This Valeo power steering fluid restores factory performance on Ford Mustang vehicles and installs with standard tools.
P00140,NGK Brake Lines,Brakes,Brake Lines,NGK,Subaru,Forester,2015,2021,491.27,200,20.4,Rubber,36,"NGK brake lines designed as a direct replacement for Subaru Forester, built with Rubber for extended durability."
P00141,KYB Cooling Fan,Cooling,Cooling Fan,KYB,Hyundai,Kona,2017,2022,502.2,199,17.4,Copper,36,This KYB cooling fan restores factory performance on Hyundai Kona vehicles and installs with standard tools.
P00142,Valeo Strut Assembly,Suspension,Strut Assembly,Valeo,Ford,Edge,2012,2014,569.3,141,42.1,Copper,60,"Copper-constructed strut assembly by Valeo, a popular upgrade choice for Ford Edge owners seeking improved reliability."
P00143,Denso Oil Filter,Engine,Oil Filter,Denso,Dodge,Challenger,2012,2017,103.44,111,4.4,Semi-Metallic,6,This Denso oil filter restores factory performance on Dodge Challenger vehicles and installs with standard tools.
P00144,Febi Muffler,Exhaust,Muffler,Febi,Toyota,Highlander,2016,2020,256.52,20,17.1,Ceramic,0,"Heavy-duty muffler from Febi, compatible with Toyota Highlander; tested to meet or exceed OEM specifications."
P00145,Moog Air Filter,Engine,Air Filter,Moog,Ford,F-150,2012,2017,495.41,120,20.4,Cast Iron,0,"Premium Moog air filter engineered for Ford F-150 models, offering reliable performance and a direct OEM fit."
P00146,KYB Brake Calipers,Brakes,Brake Calipers,KYB,GMC,Terrain,2016,2022,280.3,198,13.2,Semi-Metallic,12,"Premium KYB brake calipers engineered for GMC Terrain models, offering reliable performance and a direct OEM fit."
P00147,Febi Brake Rotors,Brakes,Brake Rotors,Febi,Subaru,Crosstrek,2015,2017,545.31,127,27.0,Aluminum,0,"Aluminum-constructed brake rotors by Febi, a popular upgrade choice for Subaru Crosstrek owners seeking improved reliability."
P00148,Mevotech Seat Cover,Interior,Seat Cover,Mevotech,Ford,Explorer,2014,2016,235.15,146,18.9,Carbon Fiber Blend,60,"Premium Mevotech seat cover engineered for Ford Explorer models, offering reliable performance and a direct OEM fit."
P00149,Denso Door Handle,Body,Door Handle,Denso,BMW,1 Series,2016,2022,22.02,223,21.3,Semi-Metallic,60,This Denso door handle restores factory performance on BMW 1 Series vehicles and installs with standard tools.
P00150,Anco Exhaust Manifold,Exhaust,Exhaust Manifold,Anco,Toyota,RAV4,2020,2022,163.55,168,28.4,Composite,36,"Heavy-duty exhaust manifold from Anco, compatible with Toyota RAV4; tested to meet or exceed OEM specifications."
P00151,NGK Shock Absorber,Suspension,Shock Absorber,NGK,BMW,X3,2021,2024,637.7,122,28.5,Copper,6,"Premium NGK shock absorber engineered for BMW X3 models, offering reliable performance and a direct OEM fit."
P00152,ACDelco Hub Assembly,Wheels & Tires,Hub Assembly,ACDelco,Nissan,Sentra,2008,2011,211.29,79,23.3,Steel,36,This ACDelco hub assembly restores factory performance on Nissan Sentra vehicles and installs with standard tools.
P00153,SKF Radiator,Cooling,Radiator,SKF,Chevrolet,Equinox,2013,2015,184.12,204,16.8,Composite,24,This SKF radiator restores factory performance on Chevrolet Equinox vehicles and installs with standard tools.
P00154,Monroe CV Axle,Transmission,CV Axle,Monroe,Volkswagen,Golf,2013,2019,522.53,186,19.3,Rubber,24,"Rubber-constructed cv axle by Monroe, a popular upgrade choice for Volkswagen Golf owners seeking improved reliability."
P00155,Duralast Coil Spring,Suspension,Coil Spring,Duralast,Hyundai,Elantra,2009,2013,205.45,154,32.4,Rubber,6,This Duralast coil spring restores factory performance on Hyundai Elantra vehicles and installs with standard tools.
P00156,ACDelco Oxygen Sensor,Exhaust,Oxygen Sensor,ACDelco,Jeep,Cherokee,2017,2022,418.89,202,42.7,Rubber,0,This ACDelco oxygen sensor restores factory performance on Jeep Cherokee vehicles and installs with standard tools.
P00157,Anco Exhaust Pipe,Exhaust,Exhaust Pipe,Anco,Subaru,Forester,2008,2011,443.64,112,1.9,Carbon Fiber Blend,0,"Anco exhaust pipe designed as a direct replacement for Subaru Forester, built with Carbon Fiber Blend for extended durability."
P00158,NGK Power Steering Fluid,Filters & Fluids,Power Steering Fluid,NGK,Kia,Soul,2008,2014,444.27,242,16.9,Cast Iron,24,"Premium NGK power steering fluid engineered for Kia Soul models, offering reliable performance and a direct OEM fit."
P00159,Wagner Seat Cover,Interior,Seat Cover,Wagner,Hyundai,Santa Fe,2013,2017,624.68,6,33.2,Ceramic,24,"Ceramic-constructed seat cover by Wagner, a popular upgrade choice for Hyundai Santa Fe owners seeking improved reliability."
P00160,Motorcraft Shift Solenoid,Transmission,Shift Solenoid,Motorcraft,Nissan,Murano,2012,2017,647.66,73,31.3,Ceramic,24,"Motorcraft shift solenoid designed as a direct replacement for Nissan Murano, built with Ceramic for extended durability."
P00161,Denso Serpentine Belt,Engine,Serpentine Belt,Denso,Volkswagen,Passat,2022,2026,528.53,247,38.1,Aluminum,12,"Heavy-duty serpentine belt from Denso, compatible with Volkswagen Passat; tested to meet or exceed OEM specifications."
P00162,Delphi Wheel Rim,Wheels & Tires,Wheel Rim,Delphi,BMW,X3,2022,2026,465.26,237,31.6,Cast Iron,6,"Heavy-duty wheel rim from Delphi, compatible with BMW X3; tested to meet or exceed OEM specifications."
P00163,Motorcraft Side Mirror,Body,Side Mirror,Motorcraft,Chevrolet,Traverse,2010,2013,25.84,141,25.9,Copper,24,"Copper-constructed side mirror by Motorcraft, a popular upgrade choice for Chevrolet Traverse owners seeking improved reliability."
P00164,Denso Coil Spring,Suspension,Coil Spring,Denso,Honda,CR-V,2014,2019,272.31,104,37.1,Semi-Metallic,0,"Denso coil spring designed as a direct replacement for Honda CR-V, built with Semi-Metallic for extended durability."
P00165,TRQ Muffler,Exhaust,Muffler,TRQ,Volkswagen,Atlas,2013,2016,419.1,46,34.6,Semi-Metallic,6,This TRQ muffler restores factory performance on Volkswagen Atlas vehicles and installs with standard tools.
P00166,Motorcraft Bumper Cover,Body,Bumper Cover,Motorcraft,BMW,5 Series,2012,2015,215.82,181,10.4,Cast Iron,36,"Heavy-duty bumper cover from Motorcraft, compatible with BMW 5 Series; tested to meet or exceed OEM specifications."
P00167,KYB Oil Filter,Engine,Oil Filter,KYB,Subaru,Crosstrek,2012,2015,402.84,23,22.8,Rubber,6,"Rubber-constructed oil filter by KYB, a popular upgrade choice for Subaru Crosstrek owners seeking improved reliability."
P00168,Monroe Seat Cover,Interior,Seat Cover,Monroe,Subaru,Crosstrek,2019,2025,549.05,144,2.1,Composite,0,"Premium Monroe seat cover engineered for Subaru Crosstrek models, offering reliable performance and a direct OEM fit."
P00169,Dorman Brake Master Cylinder,Brakes,Brake Master Cylinder,Dorman,Subaru,Forester,2020,2026,405.2,7,22.6,Plastic (ABS),60,"Plastic (ABS)-constructed brake master cylinder by Dorman, a popular upgrade choice for Subaru Forester owners seeking improved reliability."
P00170,Centric Thermostat,Cooling,Thermostat,Centric,Chevrolet,Traverse,2020,2025,299.71,176,3.0,Rubber,24,This Centric thermostat restores factory performance on Chevrolet Traverse vehicles and installs with standard tools.
P00171,KYB Turn Signal Lamp,Lighting,Turn Signal Lamp,KYB,Hyundai,Accent,2010,2014,479.61,220,15.7,Composite,24,"KYB turn signal lamp designed as a direct replacement for Hyundai Accent, built with Composite for extended durability."
P00172,Delphi Exhaust Pipe,Exhaust,Exhaust Pipe,Delphi,Honda,CR-V,2011,2016,180.44,63,6.6,Aluminum,0,"Heavy-duty exhaust pipe from Delphi, compatible with Honda CR-V; tested to meet or exceed OEM specifications."
P00173,Febi Shift Solenoid,Transmission,Shift Solenoid,Febi,Chevrolet,Traverse,2022,2025,607.52,184,14.3,Composite,6,This Febi shift solenoid restores factory performance on Chevrolet Traverse vehicles and installs with standard tools.
P00174,Centric Fender,Body,Fender,Centric,Mazda,CX-5,2015,2017,614.88,129,20.7,Aluminum,6,"Centric fender designed as a direct replacement for Mazda CX-5, built with Aluminum for extended durability."
P00175,ACDelco Dashboard Cover,Interior,Dashboard Cover,ACDelco,Toyota,RAV4,2015,2021,192.15,2,38.2,Copper,24,"ACDelco dashboard cover designed as a direct replacement for Toyota RAV4, built with Copper for extended durability."
P00176,Mahle Thermostat,Cooling,Thermostat,Mahle,Hyundai,Elantra,2014,2016,369.11,92,25.0,Carbon Fiber Blend,0,This Mahle thermostat restores factory performance on Hyundai Elantra vehicles and installs with standard tools.
P00177,Delphi Fender,Body,Fender,Delphi,Nissan,Murano,2017,2023,91.46,24,17.9,Aluminum,12,"Aluminum-constructed fender by Delphi, a popular upgrade choice for Nissan Murano owners seeking improved reliability."
P00178,KYB Catalytic Converter,Exhaust,Catalytic Converter,KYB,Mercedes-Benz,A-Class,2014,2020,38.03,35,32.2,Steel,24,"Steel-constructed catalytic converter by KYB, a popular upgrade choice for Mercedes-Benz A-Class owners seeking improved reliability."
P00179,Valeo Tail Light Assembly,Lighting,Tail Light Assembly,Valeo,Mazda,Mazda6,2013,2019,113.15,157,33.3,Composite,12,"Composite-constructed tail light assembly by Valeo, a popular upgrade choice for Mazda Mazda6 owners seeking improved reliability."
P00180,Wagner Exhaust Pipe,Exhaust,Exhaust Pipe,Wagner,BMW,X5,2019,2025,313.4,4,16.8,Rubber,60,"Premium Wagner exhaust pipe engineered for BMW X5 models, offering reliable performance and a direct OEM fit."
P00181,Duralast Shift Solenoid,Transmission,Shift Solenoid,Duralast,Dodge,Charger,2017,2022,628.88,200,43.8,Rubber,36,"Rubber-constructed shift solenoid by Duralast, a popular upgrade choice for Dodge Charger owners seeking improved reliability."
P00182,ACDelco Wiring Harness,Electrical,Wiring Harness,ACDelco,Mercedes-Benz,GLE,2010,2016,505.51,97,6.9,Carbon Fiber Blend,60,"ACDelco wiring harness designed as a direct replacement for Mercedes-Benz GLE, built with Carbon Fiber Blend for extended durability."
P00183,Mevotech Brake Master Cylinder,Brakes,Brake Master Cylinder,Mevotech,Honda,Accord,2008,2013,277.43,105,31.2,Composite,24,"Composite-constructed brake master cylinder by Mevotech, a popular upgrade choice for Honda Accord owners seeking improved reliability."
P00184,Anco Steering Wheel Cover,Interior,Steering Wheel Cover,Anco,Jeep,Wrangler,2019,2022,141.9,83,44.9,Semi-Metallic,24,"Semi-Metallic-constructed steering wheel cover by Anco, a popular upgrade choice for Jeep Wrangler owners seeking improved reliability."
P00185,Monroe CV Axle,Transmission,CV Axle,Monroe,Volkswagen,Atlas,2013,2019,442.22,222,32.5,Composite,60,"Heavy-duty cv axle from Monroe, compatible with Volkswagen Atlas; tested to meet or exceed OEM specifications."
P00186,KYB Steering Wheel Cover,Interior,Steering Wheel Cover,KYB,Chevrolet,Equinox,2016,2020,612.48,76,34.8,Ceramic,60,"KYB steering wheel cover designed as a direct replacement for Chevrolet Equinox, built with Ceramic for extended durability."
P00187,Bendix Hub Assembly,Wheels & Tires,Hub Assembly,Bendix,Volkswagen,Tiguan,2016,2020,87.11,173,24.6,Rubber,24,"Heavy-duty hub assembly from Bendix, compatible with Volkswagen Tiguan; tested to meet or exceed OEM specifications."
P00188,ACDelco Control Arm,Suspension,Control Arm,ACDelco,Nissan,Maxima,2009,2013,429.47,191,21.7,Copper,6,"Copper-constructed control arm by ACDelco, a popular upgrade choice for Nissan Maxima owners seeking improved reliability."
P00189,Mevotech Radiator Hose,Cooling,Radiator Hose,Mevotech,Nissan,Sentra,2009,2015,162.37,12,30.2,Carbon Fiber Blend,36,"Mevotech radiator hose designed as a direct replacement for Nissan Sentra, built with Carbon Fiber Blend for extended durability."
P00190,ACDelco Brake Fluid,Filters & Fluids,Brake Fluid,ACDelco,Honda,Pilot,2013,2018,445.63,35,0.5,Aluminum,36,"ACDelco brake fluid designed as a direct replacement for Honda Pilot, built with Aluminum for extended durability."
P00191,Centric Torque Converter,Transmission,Torque Converter,Centric,Subaru,Forester,2020,2024,191.94,15,40.9,Composite,0,"Composite-constructed torque converter by Centric, a popular upgrade choice for Subaru Forester owners seeking improved reliability."
P00192,Anco Voltage Regulator,Electrical,Voltage Regulator,Anco,Jeep,Wrangler,2022,2025,574.51,45,42.0,Plastic (ABS),0,This Anco voltage regulator restores factory performance on Jeep Wrangler vehicles and installs with standard tools.
P00193,Anco Tail Light Assembly,Lighting,Tail Light Assembly,Anco,GMC,Acadia,2022,2024,200.26,154,5.1,Steel,12,"Heavy-duty tail light assembly from Anco, compatible with GMC Acadia; tested to meet or exceed OEM specifications."
P00194,Wagner LED Bulb Kit,Lighting,LED Bulb Kit,Wagner,Volkswagen,Passat,2021,2026,183.88,207,5.3,Copper,6,This Wagner led bulb kit restores factory performance on Volkswagen Passat vehicles and installs with standard tools.
P00195,Mevotech Power Steering Fluid,Filters & Fluids,Power Steering Fluid,Mevotech,Ford,F-150,2019,2023,372.94,193,8.9,Rubber,36,This Mevotech power steering fluid restores factory performance on Ford F-150 vehicles and installs with standard tools.
P00196,Bendix Shift Solenoid,Transmission,Shift Solenoid,Bendix,Honda,Pilot,2018,2020,638.25,122,14.8,Cast Iron,6,"Premium Bendix shift solenoid engineered for Honda Pilot models, offering reliable performance and a direct OEM fit."
P00197,Gates Cooling Fan,Cooling,Cooling Fan,Gates,Volkswagen,Tiguan,2013,2017,472.36,2,12.0,Carbon Fiber Blend,12,"Gates cooling fan designed as a direct replacement for Volkswagen Tiguan, built with Carbon Fiber Blend for extended durability."
P00198,TRQ Brake Pads,Brakes,Brake Pads,TRQ,Nissan,Sentra,2014,2020,451.47,163,41.3,Rubber,12,"Heavy-duty brake pads from TRQ, compatible with Nissan Sentra; tested to meet or exceed OEM specifications."
P00199,Gates Seat Cover,Interior,Seat Cover,Gates,Ford,Focus,2010,2015,248.48,179,24.9,Carbon Fiber Blend,24,"Carbon Fiber Blend-constructed seat cover by Gates, a popular upgrade choice for Ford Focus owners seeking improved reliability."
P00200,Gates Brake Fluid,Filters & Fluids,Brake Fluid,Gates,Subaru,Crosstrek,2021,2023,295.36,180,16.5,Semi-Metallic,36,"Premium Gates brake fluid engineered for Subaru Crosstrek models, offering reliable performance and a direct OEM fit."
P00201,Wagner Brake Master Cylinder,Brakes,Brake Master Cylinder,Wagner,Chevrolet,Cruze,2016,2019,219.31,133,20.1,Cast Iron,60,"Wagner brake master cylinder designed as a direct replacement for Chevrolet Cruze, built with Cast Iron for extended durability."
P00202,Centric TPMS Sensor,Wheels & Tires,TPMS Sensor,Centric,Honda,Odyssey,2015,2017,93.57,106,20.7,Copper,0,"Copper-constructed tpms sensor by Centric, a popular upgrade choice for Honda Odyssey owners seeking improved reliability."
P00203,Anco Fog Light,Lighting,Fog Light,Anco,Toyota,Highlander,2012,2014,379.69,11,19.2,Ceramic,60,"Premium Anco fog light engineered for Toyota Highlander models, offering reliable performance and a direct OEM fit."
P00204,Denso Bumper Cover,Body,Bumper Cover,Denso,Mazda,CX-9,2008,2012,124.36,34,34.5,Plastic (ABS),60,This Denso bumper cover restores factory performance on Mazda CX-9 vehicles and installs with standard tools.
P00205,TRQ Oxygen Sensor,Exhaust,Oxygen Sensor,TRQ,GMC,Yukon,2014,2016,94.24,220,15.8,Semi-Metallic,6,"Semi-Metallic-constructed oxygen sensor by TRQ, a popular upgrade choice for GMC Yukon owners seeking improved reliability."
P00206,Moog Shift Solenoid,Transmission,Shift Solenoid,Moog,Jeep,Grand Cherokee,2021,2023,636.2,118,30.4,Steel,36,This Moog shift solenoid restores factory performance on Jeep Grand Cherokee vehicles and installs with standard tools.
P00207,Gates Fender,Body,Fender,Gates,Chevrolet,Tahoe,2013,2016,129.81,224,32.7,Rubber,0,"Premium Gates fender engineered for Chevrolet Tahoe models, offering reliable performance and a direct OEM fit."
P00208,Valeo Coolant,Filters & Fluids,Coolant,Valeo,Dodge,Charger,2011,2014,73.66,8,20.3,Aluminum,60,"Premium Valeo coolant engineered for Dodge Charger models, offering reliable performance and a direct OEM fit."
P00209,ACDelco Wiring Harness,Electrical,Wiring Harness,ACDelco,Kia,Sorento,2011,2017,492.55,198,2.8,Ceramic,36,"Heavy-duty wiring harness from ACDelco, compatible with Kia Sorento; tested to meet or exceed OEM specifications."
P00210,Continental Wiring Harness,Electrical,Wiring Harness,Continental,Hyundai,Accent,2017,2021,202.42,36,44.4,Ceramic,36,"Continental wiring harness designed as a direct replacement for Hyundai Accent, built with Ceramic for extended durability."
P00211,Dorman CV Axle,Transmission,CV Axle,Dorman,Toyota,Tacoma,2017,2020,365.29,12,43.8,Plastic (ABS),60,This Dorman cv axle restores factory performance on Toyota Tacoma vehicles and installs with standard tools.
P00212,Mevotech Door Handle,Body,Door Handle,Mevotech,Kia,Sorento,2010,2014,126.86,137,21.5,Plastic (ABS),6,"Heavy-duty door handle from Mevotech, compatible with Kia Sorento; tested to meet or exceed OEM specifications."
P00213,TRQ Lug Nuts,Wheels & Tires,Lug Nuts,TRQ,Mazda,Mazda3,2016,2021,366.21,34,17.7,Plastic (ABS),12,"TRQ lug nuts designed as a direct replacement for Mazda Mazda3, built with Plastic (ABS) for extended durability."
P00214,TRQ Muffler,Exhaust,Muffler,TRQ,GMC,Acadia,2009,2015,42.02,96,30.4,Ceramic,36,"Premium TRQ muffler engineered for GMC Acadia models, offering reliable performance and a direct OEM fit."
P00215,Continental Engine Mount,Engine,Engine Mount,Continental,Jeep,Renegade,2011,2016,566.32,85,13.9,Ceramic,0,"Continental engine mount designed as a direct replacement for Jeep Renegade, built with Ceramic for extended durability."
P00216,Motorcraft Wiring Harness,Electrical,Wiring Harness,Motorcraft,Jeep,Compass,2022,2025,460.11,101,41.2,Carbon Fiber Blend,36,"Heavy-duty wiring harness from Motorcraft, compatible with Jeep Compass; tested to meet or exceed OEM specifications."
P00217,TRQ Cooling Fan,Cooling,Cooling Fan,TRQ,BMW,X3,2012,2016,337.71,127,21.1,Composite,60,This TRQ cooling fan restores factory performance on BMW X3 vehicles and installs with standard tools.
P00218,NGK Catalytic Converter,Exhaust,Catalytic Converter,NGK,Hyundai,Santa Fe,2008,2014,484.13,4,12.0,Ceramic,36,"Ceramic-constructed catalytic converter by NGK, a popular upgrade choice for Hyundai Santa Fe owners seeking improved reliability."
P00219,Duralast Hub Assembly,Wheels & Tires,Hub Assembly,Duralast,Ford,Escape,2013,2016,374.23,62,22.6,Plastic (ABS),60,"Heavy-duty hub assembly from Duralast, compatible with Ford Escape; tested to meet or exceed OEM specifications."
P00220,Anco Cooling Fan,Cooling,Cooling Fan,Anco,Subaru,Legacy,2015,2018,117.49,184,24.7,Composite,6,"Composite-constructed cooling fan by Anco, a popular upgrade choice for Subaru Legacy owners seeking improved reliability."
P00221,Wagner Transmission Fluid,Filters & Fluids,Transmission Fluid,Wagner,Toyota,Sienna,2021,2023,498.93,105,6.4,Steel,60,"Wagner transmission fluid designed as a direct replacement for Toyota Sienna, built with Steel for extended durability."
P00222,Bosch Serpentine Belt,Engine,Serpentine Belt,Bosch,Chevrolet,Cruze,2015,2019,405.02,170,42.0,Steel,24,This Bosch serpentine belt restores factory performance on Chevrolet Cruze vehicles and installs with standard tools.
P00223,Delphi Brake Pads,Brakes,Brake Pads,Delphi,BMW,X5,2008,2010,471.92,137,44.0,Semi-Metallic,0,"Semi-Metallic-constructed brake pads by Delphi, a popular upgrade choice for BMW X5 owners seeking improved reliability."
P00224,Monroe Hub Assembly,Wheels & Tires,Hub Assembly,Monroe,Honda,Civic,2016,2019,132.02,134,11.6,Ceramic,12,"Heavy-duty hub assembly from Monroe, compatible with Honda Civic; tested to meet or exceed OEM specifications."
P00225,NGK Clutch Kit,Transmission,Clutch Kit,NGK,Kia,Sorento,2017,2020,201.27,211,38.2,Ceramic,60,"Premium NGK clutch kit engineered for Kia Sorento models, offering reliable performance and a direct OEM fit."
P00226,Mahle Fuel Pump,Engine,Fuel Pump,Mahle,Kia,Soul,2015,2017,459.51,21,22.6,Steel,24,"Heavy-duty fuel pump from Mahle, compatible with Kia Soul; tested to meet or exceed OEM specifications."
P00227,Wagner Floor Mats,Interior,Floor Mats,Wagner,Mazda,Mazda3,2011,2014,313.79,11,41.6,Carbon Fiber Blend,60,"Heavy-duty floor mats from Wagner, compatible with Mazda Mazda3; tested to meet or exceed OEM specifications."
P00228,Timken Hood,Body,Hood,Timken,Toyota,Corolla,2022,2026,625.29,150,6.7,Steel,60,This Timken hood restores factory performance on Toyota Corolla vehicles and installs with standard tools.
P00229,Monroe Oil Filter,Engine,Oil Filter,Monroe,Mercedes-Benz,E-Class,2017,2022,221.63,193,33.4,Semi-Metallic,60,"Premium Monroe oil filter engineered for Mercedes-Benz E-Class models, offering reliable performance and a direct OEM fit."
P00230,NGK Grille,Body,Grille,NGK,Toyota,Camry,2014,2017,227.31,196,27.7,Aluminum,36,This NGK grille restores factory performance on Toyota Camry vehicles and installs with standard tools.
P00231,SKF Muffler,Exhaust,Muffler,SKF,Nissan,Murano,2015,2020,237.06,240,17.1,Ceramic,6,"Ceramic-constructed muffler by SKF, a popular upgrade choice for Nissan Murano owners seeking improved reliability."
P00232,Denso Coolant,Filters & Fluids,Coolant,Denso,Dodge,Durango,2020,2023,61.58,39,17.3,Aluminum,60,"Denso coolant designed as a direct replacement for Dodge Durango, built with Aluminum for extended durability."
P00233,Bendix Hub Assembly,Wheels & Tires,Hub Assembly,Bendix,Hyundai,Elantra,2009,2011,294.07,194,12.4,Rubber,6,"Premium Bendix hub assembly engineered for Hyundai Elantra models, offering reliable performance and a direct OEM fit."
P00234,TRQ Sway Bar Link,Suspension,Sway Bar Link,TRQ,BMW,1 Series,2016,2021,25.82,90,25.1,Aluminum,36,"Aluminum-constructed sway bar link by TRQ, a popular upgrade choice for BMW 1 Series owners seeking improved reliability."
P00235,Bosch Oxygen Sensor,Exhaust,Oxygen Sensor,Bosch,Nissan,Pathfinder,2014,2016,589.23,250,11.2,Semi-Metallic,36,"Bosch oxygen sensor designed as a direct replacement for Nissan Pathfinder, built with Semi-Metallic for extended durability."
P00236,Monroe Coolant,Filters & Fluids,Coolant,Monroe,Ford,Explorer,2012,2016,102.53,42,19.7,Copper,24,"Heavy-duty coolant from Monroe, compatible with Ford Explorer; tested to meet or exceed OEM specifications."
P00237,NGK Headlight Assembly,Lighting,Headlight Assembly,NGK,Nissan,Sentra,2019,2024,404.27,117,5.1,Carbon Fiber Blend,12,"Premium NGK headlight assembly engineered for Nissan Sentra models, offering reliable performance and a direct OEM fit."
P00238,Valeo CV Axle,Transmission,CV Axle,Valeo,Kia,Sportage,2015,2019,531.71,220,29.4,Plastic (ABS),36,"Valeo cv axle designed as a direct replacement for Kia Sportage, built with Plastic (ABS) for extended durability."
P00239,Valeo Thermostat,Cooling,Thermostat,Valeo,Jeep,Grand Cherokee,2015,2019,627.28,247,14.6,Cast Iron,60,This Valeo thermostat restores factory performance on Jeep Grand Cherokee vehicles and installs with standard tools.
P00240,Bendix Seat Cover,Interior,Seat Cover,Bendix,Kia,Sportage,2021,2026,81.99,144,9.2,Composite,36,"Bendix seat cover designed as a direct replacement for Kia Sportage, built with Composite for extended durability."
P00241,Bosch Motor Oil,Filters & Fluids,Motor Oil,Bosch,Jeep,Compass,2019,2022,520.31,212,31.3,Copper,24,This Bosch motor oil restores factory performance on Jeep Compass vehicles and installs with standard tools.
P00242,Duralast Ball Joint,Suspension,Ball Joint,Duralast,Chevrolet,Equinox,2018,2021,514.79,18,20.4,Plastic (ABS),36,This Duralast ball joint restores factory performance on Chevrolet Equinox vehicles and installs with standard tools.
